,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
4014,7761954,128993,0,31465494,812478339,6193175878914079009321788418,2478300296007180061716258818,420,420,1100586419201,1049601,960741865336,10785677314,11272,67925010681114,141255190980197,7798,348,17571,65501,1259,829,2119,2115,1150,3356,3348,478,3342,318,1637,3,2134,26,3376,5,2304,33,2438,2301,11111111111111111111
4015,7762014,128994,0,32514070,812478338,2479354581619238970745168898,2478300297160102665833684994,420,420,1100586419201,1049601,960740816761,11858370562,11272,63922101161397,141049031567044,6444,147,17559,65501,1259,829,2119,2114,1151,3356,3348,477,3342,317,1637,3,2132,25,3376,5,2304,33,2437,2303,11111111111111111111
4016,7762073,128995,0,32514070,812478338,2479355762210859688156472322,2478300297160102665833684994,420,420,1100586419201,2098177,959668123513,11859420162,11271,61190504320290,140464911951485,5922,541,17547,65501,1259,829,2118,2114,1146,3357,3348,477,3343,318,1639,3,2132,25,3376,4,2308,34,2436,2292,11111111111111111111
4017,7762133,128996,0,32514070,812478338,3717294619751697742112236546,2477091371340489136170606593,420,420,1100586419201,1049601,960740815736,11859419138,11271,65244949187978,140619533330113,6552,299,17535,65501,1259,829,2118,2113,1147,3356,3348,477,3342,318,1639,3,2134,25,3376,4,2310,33,2436,2293,11111111111111111111
4018,7762193,128997,0,31465495,812478337,3717293440312998529307780098,2478300296007182260739514370,420,420,1100586419201,1049601,959667073911,11858371586,11271,67499809049897,141096276207106,7632,250,17535,65501,1259,829,2117,2112,1145,3356,3348,477,3342,318,1640,3,2133,26,3376,4,2309,33,2438,2292,11111111111111111111
4019,7762254,128998,0,31465495,812477314,6193173518883757978520658946,2478300297160104864856940546,420,420,1100586419201,2098177,958593333113,11859420162,11271,66189844614429,140860053333505,7517,514,17523,65501,1259,829,2116,2112,1146,3357,3348,477,3343,318,1641,3,2132,25,3379,5,2309,34,2437,2295,11111111111111111111
4020,7762313,128999,0,32514070,812478338,2479353399874696749801808898,2478301476598802978149769218,420,420,1100586419201,1049601,959668123512,11859419138,11271,63999411490060,140877231957562,8304,346,17511,65501,1259,829,2116,2111,1146,3356,3348,477,3343,318,1642,3,2131,26,3379,5,2317,33,2436,2300,11111111111111111111
4021,7762373,129000,0,32514070,812477313,2479353401027617153822237698,2478300297160103765346361346,420,420,1100586419201,2098177,958593333112,11858370562,11271,64407433645361,141190761096721,7841,689,17499,65501,1259,829,2115,2110,1149,3356,3348,477,3343,318,1643,3,2130,25,3378,5,2305,34,2437,2303,11111111111111111111
4022,7762433,129001,0,32514071,812478337,3717293439160077024700933122,2478300297160104864856940546,420,420,1100586419201,2099201,958593333112,11858371586,11271,74045338095081,140791322257094,8998,556,17499,65501,1259,829,2114,2110,1143,3356,3348,477,3342,318,1644,3,2130,25,3378,5,2311,34,2437,2293,11111111111111111111
4023,7762493,129002,0,32514070,812477312,3717292259721377810822734850,2478301477751724482756617218,420,420,1100587467777,1049601,958594381689,11859420162,12295,65906377297189,141143519733412,7082,758,17487,65501,1259,829,2113,2109,1150,3356,3348,477,3342,318,1644,3,2129,25,3378,5,2308,33,2438,2305,11111111111111111111
4024,7762554,129003,0,31465495,813526912,6193172338292138360620983298,2478300297160102665833684994,420,420,1100586420225,1049601,957519591288,11859419138,11271,58982886542862,140602344744653,5369,219,17476,65501,1259,829,2113,2108,1148,3356,3348,477,3342,318,1644,3,2128,26,3378,4,2303,34,2437,2301,11111111111111111111
4025,7762614,129004,0,31465494,812478336,3717292259721377811896476674,2478300297160104864856940546,420,420,1100586419201,1049601,957519591288,11858371586,11271,66181252517283,141199350703669,8290,600,17464,65501,1259,829,2112,2107,1148,3355,3348,477,3343,318,1645,3,2127,25,3377,5,2304,34,2436,2300,11111111111111111111
4026,7762673,129005,0,32514070,812477311,3717292259721376712384848898,2478300296007181161226838018,420,420,2200098046978,1050625,957519591288,12933160962,11271,68642268122534,141220829472433,5606,869,17452,65501,1259,829,2112,2107,1147,3356,3348,477,3342,317,1646,3,2126,26,3377,5,2305,34,2437,2302,11111111111111111111
4027,7762733,129006,0,31465494,812478335,3717291079129757094485173250,1240360257874722390934560770,420,420,1100586419201,1049601,957519591288,11859419138,11271,78314534211069,141160687019739,8076,237,17440,65501,1259,829,2111,2106,1145,3356,3348,477,3342,318,1646,3,2125,26,3377,5,2315,34,2437,2298,11111111111111111111
4028,7762793,129007,0,31465500,812478333,2479349859252756102173697026,2477091371340489136170605570,420,420,1100586420225,1049602,954298365816,11898217474,11272,70918595808820,140855757317696,8266,656,17440,65501,1259,829,2105,2100,1149,3353,3345,450,3339,318,4095,1580,2120,26,3374,5,2303,34,2436,2301,11111111111111111111
4029,7762854,129008,0,32514076,812478332,6193168795364354704852919298,2478300297160103765345311746,420,420,1100586419201,1049601,953224623992,11898217474,11271,70918599872099,141083391632937,8289,146,17428,65501,1259,828,2104,2099,1147,3352,3344,460,3339,319,4095,1551,2119,25,3374,5,2315,34,2436,2297,11111111111111111111
4030,7762913,129009,0,32514078,812478332,2479347498069514666277347330,2478300296007180061715211266,420,420,1100587467777,1049603,953224623992,11891924994,11271,66675176967479,140752677119674,6414,656,17416,65501,1259,828,2103,2098,1147,3352,3344,452,3339,318,4095,1551,2118,26,3375,4,2314,33,2436,2297,11111111111111111111
4031,7762973,129010,0,32514075,812478332,2479347498069515766862716930,2478300297160102665834733570,420,420,1100610560001,1055746,953224623992,11898217474,11272,64931418279466,140696840644302,5946,979,17404,65501,1259,829,2102,2097,1151,3352,3344,451,3339,318,4095,1564,2118,25,3374,4,2306,33,2436,2304,11111111111111111111
4032,7763033,129011,1,32514070,811428744,3717293440312998528232989698,2478300296007181161227885570,420,420,4559465351169,398848003,957519591288,11896120322,11271,62487583788602,140207213586106,5994,413,17404,65501,1258,828,2113,2109,1141,3353,3344,451,3339,318,4095,1506,2129,25,3374,5,2310,33,2437,2293,11111111111111111111
4033,7763093,129012,0,32514058,812478339,3717302885045964268598207490,2478300297160104864856940546,420,420,5499708771611,270797531,966109525880,11859419138,11272,68242835902130,141298139211473,7267,693,17392,65501,1258,828,2128,2124,1137,3356,3348,477,3342,318,1644,3,2145,26,3377,5,2310,33,2436,2292,11111111111111111111
4034,7763154,129013,1,31465476,812477317,6193180602433483382500107266,2478300297160102665833684994,420,420,5499722401146,272953061,962888300408,11859419138,11271,79688928267725,141117746915029,6779,129,17380,65501,1258,828,2130,2125,1135,3356,3347,477,3343,318,1648,3,2144,26,3376,5,2308,34,2436,2306,11111111111111111111
4035,7763214,129014,1,31465498,811427723,3717311149187309289402541058,2478300296007181161226838018,420,420,5715826574347,393597968,974699460472,11858372610,11271,70553532501589,141096263951984,6458,417,17368,65501,1257,828,2150,2145,1136,3356,3347,477,3341,318,1649,3,2163,26,3376,4,2305,34,2437,2304,11111111111111111111
4036,7763273,129015,1,31465484,811428745,3717300523862722833774552066,2478301477751723383246036994,420,420,4416604211207,385210521,965035784056,11858371586,11271,67078899043945,140898692245057,6200,680,17356,65501,1258,829,2128,2123,1137,3356,3347,477,3342,318,1650,3,2142,26,3376,5,2303,33,2436,2300,11111111111111111111
4037,7763333,129016,1,31465480,811428744,3716091598043108204600894466,2478300297160104864856940546,420,420,5499706736075,274038497,963962043256,12932113410,11271,67087491468941,141113437857348,8230,308,17356,65501,1258,828,2127,2121,1135,3356,3348,477,3342,318,1651,3,2140,26,3376,5,2309,34,2437,2292,11111111111111111111
4038,7763393,129017,0,31465482,812477317,2479369929310307197580485634,2478301477751726681780920322,420,420,4403451921424,271947453,973625718648,11858371586,11272,73405390720584,140958828275353,5462,388,17345,65501,1258,828,2151,2146,1128,3357,3347,477,3342,318,1651,3,2164,26,3376,4,2313,34,2436,2297,11111111111111111111
4039,7763454,129018,1,31465516,810380178,6193175880067000513928635394,2478300297160103765346361346,420,420,4726969074691,399939749,968257008505,11859421186,12296,76231474679531,140735498954433,9174,175,17345,65501,1257,828,2132,2128,1131,3356,3348,477,3342,318,1651,3,2145,26,3376,5,2306,34,2437,2304,11111111111111111111
4040,7763513,129019,0,31465480,812477318,3717307607412447137169679362,2478300297160104864857989122,420,420,5499760156877,271947464,971478235000,11858370562,11272,77021747285684,140907286636133,8380,938,17333,65501,1258,828,2143,2138,1130,3357,3348,478,3342,318,1651,3,2156,26,3375,5,2313,33,2437,2295,11111111111111111111
4041,7763573,129020,1,32514059,812477322,3716092778634728922011149314,2478300297160101566322057218,420,420,5506163832274,283470554,965035784056,11859420162,11271,72829854944938,140683953710771,6457,769,17333,65501,1258,828,2130,2125,1134,3356,3347,477,3342,318,1651,3,2143,26,3376,4,2311,34,2436,2294,11111111111111111111
4042,7763633,129021,1,31465495,811428749,3717315871553792160122545154,2478300297160102665834733570,420,420,4608567018500,390436029,977921733497,12933161986,11271,66280040435295,141195036010163,7393,373,17333,65501,1257,828,2158,2153,1123,3357,3347,478,3342,318,1651,3,2170,26,3375,5,2308,33,2437,2291,11111111111111111111
4043,7763693,129022,1,31465501,811428751,3717302883893042762917618690,2478300297160104864857989122,420,420,5629996447799,389399202,967183267704,11858371586,11271,71129054187206,140404775265954,9000,100,17333,65501,1258,828,2134,2129,1133,3356,3348,476,3342,318,1651,3,2147,26,3376,5,2314,33,2437,2297,11111111111111111111
4044,7763754,129023,1,31465491,811428749,6193187685983206588530041858,2478300297160102665833684994,420,420,5508316660179,330664810,971478235000,12933160962,11271,69604344860204,141233714112219,7329,398,17333,65501,1258,828,2142,2136,1130,3356,3347,477,3342,318,1652,3,2155,26,3375,5,2311,33,2437,2295,11111111111111111111
4045,7763814,129024,1,31465481,812477323,3717315871553792160122546178,2478301477751725582268243970,420,420,5565360112805,375753414,977920685944,12933161986,11271,69149075312282,141207945160410,8771,132,17321,65507,1258,828,2159,2153,1124,3357,3347,476,3342,318,1652,3,2171,27,3376,5,2311,33,2436,2295,11111111111111111111
4046,7763873,129025,1,31465510,811427730,2479369929310308298166903810,2478301477751724482757664770,420,420,5883252704270,420919084,972553025401,12933161986,11272,69969411247832,140370425423443,7532,601,17333,65501,1257,828,2145,2139,1127,3356,3348,476,3342,318,1651,3,2158,26,3376,5,2308,34,2436,2291,11111111111111111111
4047,7763933,129026,0,32514058,812477322,2479372290493549731914720258,2478301477751723383246036994,420,420,5503008665877,275086017,975773202296,11859419138,11271,64050951949939,141139205695084,8877,212,17333,65501,1258,828,2153,2147,1125,3357,3348,477,3342,318,1651,3,2166,26,3376,5,2313,34,2436,2296,11111111111111111111
4048,7763993,129027,1,31465493,811428751,2479365206943825428521690114,2478300297160104864856940546,420,420,5548097486243,367346524,969330751352,12933161986,11272,73980908015188,140602343826961,6356,520,17333,65501,1258,828,2139,2134,1130,3356,3347,476,3342,318,1651,3,2152,26,3376,5,2312,34,2436,2295,11111111111111111111
4049,7764054,129028,1,31465503,811428754,6191985843713317363333735426,2478300297160102665834733570,420,420,5751283132450,387292789,978994427768,12932114434,11272,76317370027527,141139215984177,7593,257,17345,65501,1257,828,2159,2154,1126,3357,3348,477,3342,318,1651,3,2172,27,3375,5,2303,34,2437,2300,11111111111111111111
4050,7764113,129029,1,32514062,811429773,3717307607412447138243421186,2478301476598801878639190018,420,420,5545073332276,372612759,969330750329,11859420162,11271,68358798642816,141001782208219,6121,234,17345,65501,1258,828,2141,2136,1132,3356,3347,476,3342,318,1651,3,2155,26,3376,5,2302,33,2436,2300,11111111111111111111
4051,7764173,129030,1,31465476,811428751,2479365206943826528033317890,2478300297160102665834733570,420,420,5533028477398,357926601,969330751352,11859420162,11271,75960889970300,140911587829323,8074,661,17345,65501,1258,828,2134,2128,1131,3356,3348,476,3342,318,1651,3,2147,26,3376,5,2309,33,2437,2292,11111111111111111111
4052,7764233,129031,1,31465482,811428748,3717315871553792159048803330,2478300297160102665834733570,420,420,5548307125265,366317194,978994427768,12932113410,11271,63548437434028,140980303439572,5636,146,17345,65501,1258,828,2153,2147,1129,3357,3348,477,3342,318,1650,3,2166,26,3375,5,2302,34,2437,2299,11111111111111111111
4053,7764293,129032,1,31465503,811428755,3717307607412447138242371586,2478301477751725582269292546,420,420,4678601441294,464878250,970404493177,11892974594,11271,76476288208553,140585174443613,6883,797,17345,65501,1258,828,2141,2136,1133,3353,3344,451,3339,319,4095,1508,2155,26,3373,5,2303,33,2437,2301,11111111111111111111
4054,7764354,129033,1,31465485,811428749,6193188866574828404379231234,2478301476598804077661396994,420,420,5577086361032,367349445,972551975800,12965666818,11272,67985139568312,140976016795343,5749,324,17356,65501,1258,828,2143,2133,1147,3353,3345,437,3339,315,4095,1509,2153,26,3373,4,2314,34,2436,2296,11111111111111111111
4055,7764413,129034,0,31465482,811428744,2479374650523869662131528706,2478301476598805177174073346,420,420,4435733388432,357912204,977920685944,11890877442,11272,71872084708939,140739790972501,9022,156,17345,65507,1258,827,2158,2153,1126,3355,3344,451,3339,318,4095,1589,2173,26,3374,5,2314,34,2436,2298,11111111111111111111
4056,7764473,129035,1,31465505,810380178,3717304065637584984934719490,2478300297160103765346362370,420,420,4710789557262,385249052,967183267704,11891926018,11272,72619408887442,140413372868304,6011,988,17356,65501,1258,828,2135,2130,1133,3353,3344,451,3338,318,4095,1575,2151,26,3375,4,2311,34,2436,2294,11111111111111111111
4057,7764533,129036,1,31465476,811428747,3717307606259525633635524610,2478300297160104864857988098,420,420,5547033104749,355815098,970404493177,11899266050,11272,62302901898825,141040441763450,6137,565,17368,65501,1258,828,2139,2134,1136,3353,3345,451,3338,318,4095,1525,2155,26,3375,5,2305,33,2437,2302,11111111111111111111
4058,7764593,129037,0,32514057,812477321,2479372290493548632404141058,2478300296007182260738464770,420,420,5504024710371,332723893,973625718648,11859420162,11272,60992931106428,141117739443921,5365,960,17368,65501,1258,828,2154,2149,1128,3357,3348,476,3342,318,1642,3,2169,26,3378,5,2311,34,2438,2294,11111111111111111111
4059,7764654,129038,1,31465506,811428755,6193185324799966252144272386,2478301477751723383246036994,420,420,4628167001111,380005628,970404493177,12932113410,12295,67925011205697,140963124029133,9004,132,17368,65501,1258,829,2139,2134,1136,3357,3348,477,3343,318,1645,3,2154,26,3377,5,2318,34,2438,2300,11111111111111111111
4060,7764713,129039,0,31465476,812477323,2479368748718687580755600386,2478300297160104864857989121,420,420,5511596480788,333793967,972551976824,12933160962,11271,65232062385610,140791329662562,6505,374,17380,65501,1258,828,2144,2139,1133,3357,3348,477,3342,318,1646,3,2159,25,3377,5,2310,33,2438,2293,11111111111111111111
4061,7764773,129040,0,31465476,812477323,3717311149187309290477331458,2478300296007181161227886594,420,420,5530886081834,353703605,973625718648,11859419138,11271,71197767896467,141195058554455,8571,584,17380,65501,1258,828,2151,2146,1133,3357,3348,477,3342,318,1646,3,2165,26,3378,5,2304,34,2437,2302,11111111111111111111
4062,7764833,129041,1,31465505,811428753,3717309968595688573064979458,2478301477751724482757664770,420,420,5699762393102,376859391,973625717624,11859420162,11271,64033770507653,140993196729910,6605,240,17392,65501,1258,828,2146,2141,1136,3357,3348,477,3342,318,1646,3,2161,26,3377,4,2307,34,2438,2303,11111111111111111111
4063,7764893,129042,0,32514052,812477323,3717312329778930006814893058,2478300297158975666416263170,420,420,5522338096335,344280737,974699460472,12932112386,11271,72636583841258,141233715488325,8386,366,17392,65501,1258,828,2152,2146,1130,3356,3348,477,3342,318,1645,3,2166,26,3378,4,2311,34,2438,2294,11111111111111111111
4064,7764954,129043,1,31465481,811428750,6193188866574828405451924482,2478300297160103765345312770,420,420,5533051398521,354758327,972551975800,12933161986,11272,64699488079371,140739788941010,5629,565,17404,65501,1258,828,2150,2144,1134,3357,3348,477,3342,318,1645,3,2165,26,3378,5,2306,33,2438,2302,11111111111111111111
4065,7765014,129044,1,31465504,810380178,2479374651676791167811068930,2478300296007184459762769922,420,420,4651738989582,457531008,977921734520,10785678338,11272,66898516249923,140950240765647,5490,365,17404,65501,1258,828,2155,2150,1129,3357,3348,477,3342,318,1645,3,2170,26,3377,5,2313,34,2438,2296,11111111111111111111
4066,7765073,129045,0,32514052,811429772,3717312329778930007888634882,1240360257874723490446188546,420,420,5521318876292,341140106,975773202296,11859420162,11272,63106059144613,140769853253247,5453,206,17416,65501,1258,828,2155,2149,1132,3357,3348,477,3342,318,1644,3,2170,26,3378,5,2306,33,2437,2303,11111111111111111111
4067,7765133,129046,1,31465483,812477326,3717306426820826419757327362,2478300297160104864856940546,420,420,5528726028739,351610554,969330751353,11859420162,11272,71717463592410,141272370718254,8065,161,17428,65501,1258,829,2140,2135,1134,3357,3348,478,3343,318,1644,3,2156,26,3378,5,2310,33,2437,2293,11111111111111111111
4068,7765193,129047,1,32514076,811428754,2479375832268411885223420930,2478300297160104864857989122,420,420,5757689935918,371553917,978994427768,11858370562,11272,78095490485763,141156384253639,9123,445,17428,65501,1257,828,2163,2156,1127,3357,3348,477,3343,318,1644,3,2177,26,3378,5,2316,34,2437,2299,11111111111111111111
