,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
3929,7756853,128908,0,31465494,812478336,6193173518883759079104979970,2478301476598801878639190018,420,420,1100586419201,1049601,958593333113,12933160962,11271,64433203973489,140482091689680,5563,550,17476,65501,1259,829,2114,2109,1144,3356,3348,477,3342,319,1644,3,2128,25,3378,4,2310,33,2437,2293,11111111111111111111
3930,7756912,128909,0,32514070,812478337,2479352220435996437484676098,2478300297160104864856940546,420,420,1100586419201,1050626,957519591289,11859420162,11271,68771118583120,141190765880894,8121,590,17476,65501,1259,829,2113,2109,1144,3356,3348,477,3342,318,1645,3,2128,25,3377,5,2317,34,2437,2300,11111111111111111111
3931,7756972,128910,0,31465494,812478336,2479352219283076032390505474,2478300297160103765345312770,420,420,1100586420226,1049601,957519590264,11859419138,12295,62161166798272,140447730771574,5457,197,17464,65501,1259,829,2112,2108,1149,3356,3348,477,3342,318,1646,3,2127,25,3377,4,2307,33,2436,2304,11111111111111111111
3932,7757032,128911,0,32514070,812477311,2479352219283074932878877698,2478300297160105964368567298,420,420,1100587467777,1049601,957519591289,11859419138,11271,76244350799305,141199350310613,9067,201,17452,65501,1259,829,2111,2107,1143,3356,3348,477,3342,318,1646,3,2126,25,3377,4,2308,34,2436,2306,11111111111111111111
3933,7757092,128912,0,31465494,812478335,3717292259721377811895428098,2478300297160104864856940546,420,420,1100586419201,1050625,957519591288,11859420162,11272,66520553033181,140774152152762,6657,784,17452,65501,1259,829,2111,2106,1144,3356,3347,476,3342,317,1647,3,2126,25,3377,4,2303,33,2436,2301,11111111111111111111
3934,7757154,128913,0,31465494,812478335,6193172337139216856014136322,1240360257874722390934560770,420,420,1100586419201,1049601,956445849465,11858373634,11271,75389660696183,141130625590996,7198,632,17428,65501,1259,829,2110,2106,1142,3356,3347,477,3342,318,1648,3,2125,26,3377,5,2311,33,2436,2294,11111111111111111111
3935,7757214,128914,0,32514070,812478335,2479351038691455313904411650,2478300296007182260738466818,420,420,1100586419201,1049601,956445849464,11859420162,11271,62801117449692,141246590297744,8938,192,17416,65501,1259,829,2110,2105,1143,3356,3348,476,3343,318,1648,3,2124,26,3376,4,2314,34,2436,2296,11111111111111111111
3936,7757273,128915,0,32514070,812477311,2479351039844376819585000450,2478301477751724482756616194,420,420,37419963442177,8398849,956445849464,11859420162,11272,72825567972902,141061890123356,8924,465,17428,65501,1259,829,2109,2105,1142,3355,3348,477,3342,318,1649,3,2123,26,3376,4,2311,33,2436,2294,11111111111111111111
3937,7757333,128916,0,31465494,812477310,2479359303985721841465172994,2478301477751722283733360642,420,420,5499716109335,269829363,963962042232,11859420162,11271,76635205537279,140838568601276,8765,176,17404,65501,1258,828,2127,2122,1137,3356,3348,476,3342,318,1650,3,2140,26,3375,5,2303,34,2437,2301,11111111111111111111
3938,7757393,128917,1,32514052,811428742,3717294620904618146132664322,1240360257874724589958864898,420,420,5499706704351,272989933,959667074936,11896120322,11271,61199092682225,141190760572377,7434,240,17392,65501,1258,828,2117,2112,1140,3352,3344,451,3339,318,4095,1549,2131,25,3373,4,2302,34,2436,2300,11111111111111111111
3939,7757454,128918,0,31465488,812478337,6193180602433483382500106242,2478300297160102665833683970,420,420,5499844035593,270905595,972550928248,12971959298,11271,78967373827626,141070502536890,6263,551,17380,65501,1258,827,2147,2141,1130,3353,3343,454,3339,319,4095,1549,2160,26,3372,5,2311,34,2436,2305,11111111111111111111
3940,7757513,128919,1,32514052,810379150,3717300523862722832700810242,1240360257874723490447237122,420,420,4685148718085,400942092,965034735480,11904508930,11271,67087484522076,140847158666817,7864,137,17368,65501,1258,828,2126,2122,1136,3353,3344,451,3339,318,4095,1511,2143,26,3373,5,2314,34,2437,2297,11111111111111111111
3941,7757573,128920,0,32514059,811429764,2479355762210859688156472322,2478300297160103765346360322,420,420,5499851375699,273005230,966109525880,11898217474,11271,71077517397661,140928772351677,8659,106,17368,65501,1258,828,2132,2126,1135,3353,3344,451,3339,318,4095,1528,2146,26,3373,5,2316,34,2437,2299,11111111111111111111
3942,7757633,128921,1,31465476,811428742,3717296980934939175860052994,1240360257874725689469444098,420,420,5499706694120,270871418,960740815736,12971958274,11271,75488441405157,140799918089936,7892,327,17356,65501,1258,828,2121,2116,1138,3352,3344,451,3339,318,4095,1520,2136,26,3373,5,2313,34,2437,2297,11111111111111111111
3943,7757693,128922,0,32514058,812477316,2479371109901930115089835010,1240360257874723490447237121,420,420,5503032755286,271947458,974699459448,11858371586,11271,60013683215948,141182167230096,8447,511,17356,65501,1258,828,2151,2146,1128,3356,3348,477,3342,318,1645,3,2165,26,3376,5,2310,34,2437,2293,11111111111111111111
3944,7757754,128923,1,31465513,811428753,6193186505391586969556624386,2478301477751723383244988417,420,420,5751392175107,397792418,970404493177,11858371586,11272,63239203130954,141255182526105,6667,272,17345,65501,1257,828,2137,2132,1134,3356,3348,477,3342,318,1649,3,2151,26,3376,5,2317,34,2436,2299,11111111111111111111
3945,7757814,128924,0,31465476,812477319,2479364026352204711110386690,2478300297160102665834733570,420,420,5499908000821,273079526,966109525880,12933161986,11272,66967230222037,140726905087576,8218,874,17333,65501,1258,828,2139,2133,1134,3357,3347,476,3342,318,1650,3,2152,26,3376,5,2303,33,2437,2301,11111111111111111111
3946,7757873,128925,1,32514057,812477321,3717302885045964268598207490,2478300297160104864856940546,420,420,5500788816376,274018010,967183267704,11859420162,11272,71176293650106,140744082007595,7818,813,17333,65501,1258,828,2129,2124,1134,3356,3348,477,3342,318,1651,3,2145,26,3376,5,2312,34,2436,2294,11111111111111111111
3947,7757933,128926,0,32514052,812477320,2479372290493549731915768834,2478300297160103765345312770,420,420,4437896594559,369462980,976846944120,11859420162,11272,64162616381150,140954542286554,6547,213,17333,65501,1258,828,2156,2150,1131,3356,3347,476,3341,318,1651,3,2169,26,3376,5,2305,33,2437,2304,11111111111111111111
3948,7757993,128927,1,31465513,811428754,3717309967442767067385439234,2478300297160104864857988098,420,420,4637886252054,392597757,973625718648,12933161986,11272,60228430401179,141117750585032,7995,211,17333,65501,1257,828,2145,2140,1129,3356,3347,476,3342,318,1652,3,2158,26,3375,4,2313,34,2436,2296,11111111111111111111
3949,7758054,128928,1,31465480,812477317,6193186505391586970629317634,2478300297160102665834733570,420,420,5499910127712,274049705,970404493176,12933161986,11272,70450451779125,141173579589242,9220,137,17333,65501,1258,828,2144,2139,1128,3356,3348,477,3342,318,1651,3,2157,26,3376,5,2312,34,2437,2295,11111111111111111111
3950,7758113,128929,1,31465486,811428748,2479364025199283206503539714,2478300297160102665833684993,420,420,4423855123967,351622867,970404493176,11858371586,11271,72039588367925,141173583849018,8232,406,17333,65501,1258,828,2140,2135,1130,3356,3347,476,3342,318,1651,3,2153,26,3375,5,2311,34,2437,2295,11111111111111111111
3951,7758173,128930,0,31465476,812478346,2479375832268411885223420930,2478300296007181161226838018,420,420,5581479871571,376801970,977920685945,11859420162,11272,63393818873541,141126337701563,6297,308,17333,65501,1258,828,2159,2154,1122,3356,3347,477,3342,318,1651,3,2172,26,3376,5,2308,33,2438,2292,11111111111111111111
3952,7758233,128931,1,31465508,811427731,2479369929310308298165855234,2478301477751725582269292546,420,420,4637826483214,469076641,973625718648,11858371586,11271,70785452215929,140980296427082,6375,561,17333,65501,1258,828,2147,2141,1129,3357,3347,477,3342,318,1651,3,2160,26,3375,5,2302,33,2437,2300,11111111111111111111
3953,7758293,128932,1,31465479,812477324,2479372290493549731915768834,2478300297160103765345312770,420,420,5500923058371,275092150,974700509049,11859420162,11271,71575726329427,141018951525998,5682,218,17333,65507,1258,828,2151,2146,1130,3356,3348,477,3342,318,1651,3,2164,26,3375,5,2305,34,2436,2302,11111111111111111111
3954,7758354,128933,1,31465491,812477327,6193187685983207686966878210,2478300297160104864857989122,420,420,4467924667409,371548868,971479284600,11859420162,11271,78494924672579,140791329531608,6122,264,17333,65501,1258,828,2143,2138,1129,3356,3348,477,3342,318,1651,3,2156,26,3376,5,2309,33,2437,2293,11111111111111111111
3955,7758414,128934,1,32514055,812477324,2479375832268411885223420930,2478300297160102665834733570,420,420,5550421052434,366317202,977920685944,11859419138,11272,67173393960510,140945951434315,7845,539,17333,65501,1258,828,2160,2154,1129,3356,3347,477,3341,318,1651,3,2167,26,3375,5,2305,33,2437,2303,11111111111111111111
3956,7758473,128935,1,32514083,811428755,2479367568127066862270555138,1240360257874722390935609346,420,420,5690101865485,384205617,971478235000,12932112386,11272,73504175230479,140555100628683,8760,484,17345,65501,1258,828,2143,2137,1129,3356,3348,477,3342,318,1650,3,2156,26,3376,5,2310,34,2437,2293,11111111111111111111
3957,7758533,128936,0,31465476,812478344,2479373471085170449327072258,2478301477751724482757664770,420,420,5513720903988,335891134,975773202296,11859419138,11271,70527759093326,141276663785178,9093,424,17345,65501,1258,828,2154,2149,1133,3356,3347,477,3342,318,1651,3,2167,26,3376,5,2307,34,2437,2304,11111111111111111111
3958,7758593,128937,1,31465487,811428751,2479366386382524640251356162,2478300297158977865438470146,420,420,5571723921816,370480837,969330751352,11858370562,11272,61186208697936,141199350834820,8758,204,17345,65501,1258,828,2142,2137,1131,3357,3348,477,3342,318,1650,3,2156,26,3376,5,2313,34,2436,2296,11111111111111111111
3959,7758654,128938,1,31465497,812477329,7431135989409932983745126402,2478301477751724482757664770,420,420,5687915591718,376802939,971478235001,11858370562,11271,74951571410503,140756970382971,8811,156,17345,65501,1258,828,2151,2146,1125,3357,3348,477,3342,318,1650,3,2176,28,3376,5,2309,34,2437,2292,11111111111111111111
3960,7758713,128939,1,31465489,811428751,2479365206943825428521690114,1240360257874724589958864898,420,420,5537626338324,372611687,969331800953,11859419138,11271,63930689916583,141049027765955,5520,156,17356,65501,1258,829,2140,2134,1139,3356,3347,476,3342,318,1649,3,2154,26,3376,5,2307,34,2437,2305,11111111111111111111
3961,7758773,128940,1,31465482,811429773,2479361665168963275214038018,2478300297160103765346361346,420,420,5504017406402,345317056,969330751352,11859420162,11271,67340896767474,141190764046009,5937,423,17356,65501,1258,828,2140,2135,1130,3357,3348,476,3342,318,1649,3,2154,26,3376,5,2310,34,2437,2293,11111111111111111111
3962,7758833,128941,0,31465478,812477322,2479375832268411884149678082,2478300297160101566323105794,420,420,5518073531522,348475055,977920685945,12933160962,11271,77807731740128,140958837647061,6548,299,17356,65501,1258,828,2160,2154,1124,3357,3348,477,3341,318,1649,3,2173,26,3376,5,2316,34,2437,2299,11111111111111111111
3963,7758893,128942,1,31465504,810380179,3717306426820826420831068162,2478300296007182260739514370,420,420,5804961825806,385250044,970404494200,11898216450,11272,64209862856157,141199333074424,8479,323,17368,65501,1258,828,2139,2134,1133,3353,3345,452,3339,318,4095,1519,2154,26,3374,4,2316,34,2437,2298,11111111111111111111
3964,7758954,128943,0,32514059,811428744,6193191227758069840275579906,1240361437313423802762272770,420,420,5508366872786,318072496,973624670072,11892974594,11271,70025246215663,141195048789586,8111,221,17368,65501,1258,828,2149,2144,1151,3353,3344,453,3338,318,4095,1538,2164,26,3374,5,2310,34,2437,2293,11111111111111111111
3965,7759014,128944,1,31465482,811428749,3717298162679481397878203394,2478300296007182260739514370,420,420,5570635509190,439699134,968257010553,12977202178,11271,64879881555402,141074791343725,6670,250,17380,65501,1258,828,2136,2131,1136,3353,3344,452,3339,318,4095,1500,2152,26,3374,4,2307,34,2437,2300,11111111111111111111
3966,7759073,128945,1,31465491,811428751,2479375832268411885222372354,2478300297160105964368568322,420,420,5686819835970,375750276,978995476344,11898216450,11271,59992203791816,140400469550659,5579,211,17380,65501,1258,828,2160,2155,1128,3357,3347,476,3342,318,1634,3,2176,26,3378,4,2316,34,2436,2299,11111111111111111111
3967,7759133,128946,1,31465501,811428755,3717309968595688571991237634,2478300297160104864857989122,420,420,5605301470292,372609666,972551976824,12933161986,11272,63484017249678,140902995666631,5644,332,17392,65501,1258,828,2148,2142,1134,3357,3347,476,3342,318,1643,3,2163,26,3378,4,2318,33,2438,2300,11111111111111111111
3968,7759193,128947,1,31465501,811428755,2479373471085170449326023682,2478300297160102665834733570,420,420,5588950030707,365258507,976846944120,11859420162,11272,67220638731729,140864339650180,5666,281,17392,65501,1258,828,2150,2145,1133,3357,3347,477,3342,318,1644,3,2167,27,3378,5,2318,33,2437,2300,11111111111111111111
3969,7759254,128948,1,31465478,811428749,6193195950124552708847051778,2478301477751722283733360642,420,420,4421815648270,343232166,978994428792,11859419138,11272,74002384162371,141255189210721,8589,183,17404,65507,1258,828,2161,2155,1123,3357,3348,477,3342,318,1645,3,2176,27,3378,5,2311,34,2437,2294,11111111111111111111
3970,7759313,128949,1,31465500,811428755,2479372290493548632404141058,2478300297160103765346361346,420,420,4746104538126,421955354,975773202296,10785678338,11271,77026044874259,141126320531143,9011,436,17416,65501,1258,828,2153,2147,1130,3357,3348,477,3342,318,1645,3,2168,26,3378,5,2317,33,2438,2299,11111111111111111111
3971,7759373,128950,1,32514054,811429774,2479369930463229802773750786,2478300297160101566323105794,420,420,5542793717953,349596314,978994427768,11859420162,11271,59283538251186,140628117300854,5528,150,17416,65501,1258,828,2161,2155,1130,3357,3348,477,3342,318,1644,3,2175,26,3378,4,2306,34,2437,2302,11111111111111111111
3972,7759433,128951,1,31465496,811428754,2479368748718687579681858562,2478301477751725582269292546,420,420,5572721172934,339035831,972553025401,11859421186,11271,65695921999250,141156402865662,8218,465,17428,65501,1258,829,2146,2141,1134,3357,3347,477,3342,318,1644,3,2161,26,3378,4,2317,34,2438,2300,11111111111111111111
3973,7759493,128952,1,31465495,812477324,2479377012860032602634724354,2478300297160103765346361346,420,420,5654595017825,366310028,978994427768,11858371586,11272,68062451862888,140980306454190,6140,325,17428,65507,1258,828,2161,2156,1125,3357,3348,477,3342,318,1644,3,2176,26,3378,5,2312,34,2437,2295,11111111111111111111
3974,7759554,128953,1,31465499,811428755,6193191227758069840275579906,2478300297160103765346361346,420,420,5723312358414,376848086,974699460472,11859419138,11272,72000934776159,141083366598332,8729,135,17440,65501,1258,828,2150,2145,1131,3357,3347,478,3342,318,1643,3,2165,26,3378,5,2309,34,2438,2305,11111111111111111111
3975,7759614,128954,1,31465484,812477329,2479373471085170449326023682,2478300297160101566323105794,420,420,5543779456410,351617712,975773202296,11859419138,11272,74513489661387,140623820105399,5791,340,17440,65501,1258,828,2152,2147,1133,3357,3348,477,3343,318,1643,3,2168,26,3378,5,2307,33,2437,2304,11111111111111111111
3976,7759673,128955,0,31465477,812477325,2479375832268411884149678082,2478300297160102665835782146,420,420,5514775775506,332727983,977920685944,11859420162,11271,72348821622263,141203651372584,8388,143,17452,65501,1258,828,2162,2157,1127,3357,3348,477,3342,318,1643,3,2176,26,3378,5,2313,34,2437,2299,11111111111111111111
3977,7759733,128956,1,31465499,811428755,3717317052145412877533848578,2478300297160103765346361346,420,420,5838097875982,418805514,978994427768,11859420162,11272,70858467970468,140963131106816,8272,462,17464,65501,1258,828,2159,2154,1128,3357,3348,477,3343,318,1642,3,2174,26,3376,5,2315,33,2436,2300,11111111111111111111
3978,7759793,128957,1,31465480,812478351,3717307607412447138242372610,2478300297160101566323104770,420,420,5560074248246,351626817,976846944121,12933161986,11271,73860654894374,141117732693715,9055,198,17476,65501,1258,828,2156,2151,1132,3357,3348,478,3342,318,1641,3,2172,26,3375,4,2303,33,2436,2301,11111111111111111111
3979,7759854,128958,1,31465497,811428755,7431126544676967244455748610,2478300297160101566323105794,420,420,5544854322572,352674560,972551976824,11859419138,11271,62320080456946,140787035416256,6274,652,17476,65501,1258,829,2145,2139,1136,3357,3348,477,3343,318,1641,3,2161,26,3376,5,2312,34,2437,2295,11111111111111111111
3980,7759913,128959,1,32514053,811428750,3716108126325798247285400578,2478301477751722283734409218,420,420,5502061815889,276125322,980068169593,12933160962,11271,69209208589692,141010367948503,6540,803,17487,65501,1258,828,2161,2156,1129,3357,3348,477,3342,318,1641,3,2177,26,3376,5,2303,33,2437,2299,11111111111111111111
3981,7759973,128960,1,31465497,811428756,2479371109901927916066579458,2478300297160103765346360322,420,420,5833797665807,423000803,969330751352,11859420162,11271,66258563370226,140851463595492,7853,821,17499,65501,1258,828,2152,2146,1132,3357,3348,477,3342,318,1639,3,2165,26,3376,5,2315,34,2437,2297,11111111111111111111
3982,7760033,128961,1,31465481,812477328,2479368748718687580754551810,2478300297160103765347409922,420,420,4476526136609,355805857,977921734520,11859420162,11272,69359531920663,141276665095846,6761,192,17499,65501,1258,828,2159,2154,1130,3357,3348,477,3343,317,1639,3,2173,26,3376,4,2314,34,2437,2298,11111111111111111111
3983,7760093,128962,1,31465489,811428754,3717311149187309289403589634,2477091371340491335194909698,420,420,5516898208179,336940722,973625718648,11858371586,11271,69449726299492,140988891473625,7644,626,17511,65501,1258,829,2150,2145,1132,3357,3348,477,3343,318,1639,3,2164,26,3377,5,2308,33,2437,2292,11111111111111111111
3984,7760154,128963,1,31465497,811428755,6193195950124552708846003202,2478301476598802978150817794,420,420,5665358636046,366345985,980068169592,11859420162,11271,74449066855732,140791324091992,7004,243,17523,65501,1258,828,2162,2157,1127,3358,3348,477,3343,318,1638,3,2175,26,3376,4,2312,34,2437,2295,11111111111111111111
3985,7760214,128964,1,31465496,811428755,2479373471085170449327072258,2478301477751726681780920321,420,420,4672061441030,390484202,975773202296,11859420162,11271,61400956472478,141177873180355,9135,512,17523,65501,1258,828,2154,2149,1135,3357,3348,477,3342,318,1638,3,2168,26,3376,5,2305,34,2437,2303,11111111111111111111
3986,7760273,128965,1,31465484,812477328,3717312329778930007887586306,2478300297160101566323106818,420,420,4444261491109,349508274,975773203320,11859419138,11272,70437568122164,141250895423150,7421,138,17535,65501,1258,828,2151,2146,1133,3355,3345,452,3339,318,4095,1484,2165,26,3373,4,2316,34,2437,2298,11111111111111111111
3987,7760333,128966,0,31465480,811428749,2479372290493549732989509634,2478300296007183360251141122,420,420,5504001695059,281359023,975773203320,11891926018,11271,78194277748002,141126326822488,8217,185,17547,65501,1258,828,2155,2150,1133,3355,3344,451,3338,317,4095,1593,2169,26,3374,4,2310,34,2438,2300,11111111111111111111
3988,7760393,128967,1,32514073,811428755,2479375832268410784637002755,2478300297160104864857989122,420,420,5797332386831,357996115,980068169592,11859420162,11272,76188530838626,141096267097747,8217,369,17547,65501,1258,828,2162,2157,1131,3358,3347,477,3342,318,1631,3,2176,26,3378,4,2316,34,2437,2299,11111111111111111111
3989,7760454,128968,1,32514060,811428753,6193191227758069839201838082,2478300297160102665834733570,420,420,5591240018040,369451068,974699460472,11859419138,11271,71386750520733,141087664973524,9152,597,17559,65501,1258,829,2151,2146,1135,3358,3348,478,3342,318,1633,3,2166,26,3378,5,2313,34,2438,2296,11111111111111111111
3990,7760513,128969,1,31465488,811428754,2478161003490692568406828035,2478301477751726681779871746,420,420,5502928028130,286604981,973625718648,11859419138,11272,73336670457163,141113443100372,8019,557,17559,65501,1258,829,2147,2141,1137,3358,3348,477,3342,318,1634,3,2161,26,3378,5,2307,34,2438,2304,11111111111111111111
3991,7760573,128970,0,32514058,812478348,2479377012860032601560982530,2478301476598802978150816770,420,420,5499770645657,274004769,980068169592,11859420162,11271,70690971389324,140855746832085,7242,420,17571,65501,1258,828,2162,2156,1134,3358,3347,477,3342,318,1634,3,2176,26,3377,5,2304,34,2438,2301,11111111111111111111
3992,7760633,128971,1,32514072,811428756,3717313510370550725298889731,2478300296007181161228934146,420,420,4726793962784,427194460,975773202296,11858371586,11272,63217723706717,140958830962381,7298,215,17583,65501,1258,828,2152,2147,1136,3357,3348,477,3343,318,1634,3,2166,26,3378,4,2313,33,2438,2296,11111111111111111111
3993,7760693,128972,0,31465480,812478349,3717311149187309289402541059,2478300296007181161227886594,420,420,5503091475553,291855611,974699460473,11859419138,11271,61847623241093,140537930262232,6610,186,17583,65501,1258,829,2151,2145,1134,3357,3348,477,3342,318,1633,3,2165,26,3378,4,2307,33,2438,2304,11111111111111111111
3994,7760754,128973,1,32514063,811428754,6193187685983207686967927811,2478300296007180061716258818,420,420,5499706811851,276123319,970405541752,11858371586,11272,73813412285632,141263775147586,8642,171,17595,65501,1258,829,2138,2133,1144,3358,3348,477,3343,318,1633,3,2153,26,3378,4,2305,33,2438,2302,11111111111111111111
3995,7760814,128974,0,31465478,812477325,2479377012860032602634724355,2478301477751724482757664770,420,420,5501002712068,269821075,980068169593,12933161986,11271,68753939631364,140520751900370,7817,646,17595,65501,1258,828,2162,2156,1134,3358,3348,477,3342,318,1632,3,2176,26,3378,4,2313,34,2438,2296,11111111111111111111
3996,7760873,128975,1,31465496,811428756,2479368748718687579680811011,2478300296007182260739514370,420,420,5811277399041,416704516,972551976824,11859419138,11272,67336600292711,141199335958064,8570,156,17606,65501,1258,829,2146,2140,1138,3358,3348,477,3343,317,1632,3,2160,26,3378,5,2316,34,2437,2299,11111111111111111111
3997,7760933,128976,0,31465477,811428750,2479365206943826528033317891,2478300296006054161809416194,420,420,5499748616507,275062438,974699460473,11859419138,11272,74045329706366,140812804826833,6899,235,17606,65501,1258,828,2151,2146,1135,3358,3348,478,3343,318,1632,3,2166,25,3378,4,2310,33,2437,2292,11111111111111111111
3998,7760993,128977,1,31465478,811428751,3717308788004067854580982787,2478300297160103765346361346,420,420,5499706749286,275071667,972551976825,11859420162,11271,63063108095222,141173563532988,8626,372,17606,65501,1259,829,2148,2138,1139,3357,3348,477,3342,318,1632,3,2152,25,3378,5,2315,34,2438,2298,11111111111111111111
3999,7761054,128978,0,31465494,812478344,6193182962463803313789608963,2478300297160104864856940546,420,420,6600294140929,85033986,967183267704,11858371586,11271,66365936176445,140623820957245,5988,812,17618,65501,1259,829,2133,2128,1145,3358,3349,477,3343,318,1631,3,2148,26,3378,5,2310,34,2439,2307,11111111111111111111
4000,7761113,128979,0,32514070,812477319,3717301704454342451674227714,2478300296007182260738465794,420,420,11005886231553,4202497,966109525881,11858369538,11271,73697447578869,141259480901178,5569,510,17618,65501,1259,829,2130,2125,1147,3357,3348,477,3342,318,1631,3,2146,25,3378,4,2315,34,2438,2298,11111111111111111111
4001,7761173,128980,0,32514070,812477319,2479361665168963276287778819,2478300297160103765346361346,420,420,1100586419201,1050626,965035784056,11859420162,11271,71249318972803,140877220685412,6483,232,17618,65501,1259,829,2130,2124,1150,3357,3348,478,3342,318,1631,3,2144,25,3378,5,2305,34,2438,2303,11111111111111111111
4002,7761233,128981,0,32514070,812478342,3717300523862722833775600642,2478300297160102665833684994,420,420,1100586419201,1049601,965035784057,12932113410,11271,63432474234222,140731182753363,7992,230,17630,65501,1259,829,2128,2124,1154,3357,3348,477,3342,318,1631,3,2143,25,3378,4,2308,34,2439,2305,11111111111111111111
4003,7761293,128982,0,32514070,812477318,3717299343271102116364297219,2478300297160103765345312770,420,420,1100586419201,1049601,965036832632,12933160962,11271,57621376798067,140744070473433,8983,465,17630,65501,1259,829,2128,2123,1150,3357,3348,477,3342,318,1631,3,2142,25,3378,5,2311,33,2437,2301,11111111111111111111
4004,7761354,128983,0,31465495,812478342,6193180602433483382500107267,2478300297160105964369616898,420,420,1100586419201,1049601,963962042233,11859420162,11271,62431748164680,141122039916215,9268,436,17630,65501,1259,829,2126,2122,1148,3357,3348,478,3343,318,1632,3,2141,25,3378,4,2317,34,2438,2300,11111111111111111111
4005,7761414,128984,0,32514070,812478341,2478150378166107212290466819,2477091370187567631563759618,420,420,1100586419201,1049601,962888300408,12933161986,11271,75144846052634,141255183312505,7504,339,17630,65501,1259,829,2126,2121,1148,3357,3348,477,3343,318,1632,3,2141,25,3377,4,2308,34,2438,2305,11111111111111111111
4006,7761473,128985,0,31465494,812478341,3717298162679481398952993795,2478300297160103765346361346,420,420,1100586419201,1049601,962888300408,12933161986,11272,60962860043627,140963126912728,7341,169,17618,65501,1259,829,2125,2120,1148,3357,3348,477,3342,318,1633,3,2140,25,3378,5,2309,34,2439,2306,11111111111111111111
4007,7761533,128986,0,32514070,812478341,3717298162679482498464621570,2478301477751724482756616194,420,420,1100586419201,1050625,961814558584,11858370562,11271,68461882641708,140610945754698,7871,659,17618,65501,1259,829,2124,2120,1151,3357,3348,478,3342,318,1633,3,2139,25,3378,5,2304,34,2437,2301,11111111111111111111
4008,7761593,128987,0,31465494,812478341,2479358122241179618373280770,2478300297160101566322057218,420,420,1100586419201,1049601,962888300408,11859419138,11271,69209208917251,141027542312606,7736,127,17618,65501,1259,829,2124,2119,1147,3357,3348,477,3342,318,1634,3,2138,25,3378,4,2311,34,2438,2294,11111111111111111111
4009,7761654,128988,0,32514070,812477316,6193178241250241948751242242,2478300297160103765345312770,420,420,1100586419201,1049601,961814558584,11859419138,11272,75630183058659,141216509994692,8892,291,17606,65501,1259,829,2123,2118,1154,3357,3348,478,3342,318,1634,3,2137,25,3377,4,2307,34,2438,2305,11111111111111111111
4010,7761713,128989,0,32514071,812478340,3717298162679481397879251970,2478300297160104864856940546,420,420,1100586419201,2098177,961814558585,11859419138,12295,64063833312596,140795623974606,5513,202,17606,65501,1259,829,2122,2117,1149,3357,3348,477,3342,318,1635,3,2137,25,3377,5,2312,33,2438,2295,11111111111111111111
4011,7761773,128990,0,32514071,812477315,2479356942802480406642566146,2478300297160104864857989122,420,420,1100586419201,1049601,961814558584,11859420162,11271,60911326334309,140722610054861,6205,394,17595,65501,1259,829,2122,2117,1148,3357,3348,477,3342,318,1635,3,2136,25,3377,4,2310,34,2437,2293,11111111111111111111
4012,7761833,128991,0,32514071,812478339,2479355761057938184624415746,2478300297160104864857989122,420,420,1100586419201,1049602,960740816761,11859420162,12296,74440467746073,141225121949261,9079,194,17595,65501,1259,829,2121,2116,1148,3356,3348,477,3342,317,1636,3,2135,25,3377,5,2315,34,2437,2298,11111111111111111111
4013,7761893,128992,0,31465494,812478339,3717295801496239963056645122,2478300296007182260738465794,420,420,1100586419201,2098177,961814558584,11858371586,11271,67023068990768,140898701878902,5498,415,17583,65501,1259,829,2120,2116,1146,3357,3348,478,3342,318,1637,3,2134,26,3377,5,2309,33,2438,2292,11111111111111111111
